id,name,energy_kcal_per_100g,unit,serving_size,gtin13,image_url,product_url,source,created_at
258,hard goat cheese,396,g,30,,https://lokcal.app/images/258_hard_goat_cheese.jpg,,nevo,
259,pourable golden syrup,288,g,15,,https://lokcal.app/images/259_pourable_golden_syrup.jpg,,nevo,
260,gooseberries,49,g,150,,https://lokcal.app/images/260_gooseberries.jpg,,nevo,
261,gorgonzola cheese,359,g,28,,https://lokcal.app/images/261_gorgonzola_cheese.jpg,,nevo,
262,old gouda cheese,414,g,28,,https://lokcal.app/images/262_old_gouda_cheese.jpg,,nevo,
263,young gouda cheese,364,g,28,,https://lokcal.app/images/263_young_gouda_cheese.jpg,,nevo,
264,medium gouda cheese,370,g,28,,https://lokcal.app/images/264_medium_gouda_cheese.jpg,,nevo,
265,grape juice,65,g,240,,https://lokcal.app/images/265_grape_juice.jpg,,nevo,
266,grapefruit,37,g,250,,https://lokcal.app/images/266_grapefruit.jpg,,nevo,
267,grapefruit in syrup,66,g,125,,https://lokcal.app/images/267_grapefruit_in_syrup.jpg,,nevo,
268,grapefruit juice,34,g,247,,https://lokcal.app/images/268_grapefruit_juice.jpg,,nevo,
269,grapes,78,g,80,,https://lokcal.app/images/269_grapes.jpg,,nevo,
270,dried grated coconut,674,g,30,,https://lokcal.app/images/270_dried_grated_coconut.jpg,,nevo,
271,green asparagus,17,g,100,,https://lokcal.app/images/271_green_asparagus.jpg,,nevo,
272,dried green peas,315,g,100,,https://lokcal.app/images/272_dried_green_peas.jpg,,nevo,
273,green olives,113,g,15,,https://lokcal.app/images/273_green_olives.jpg,,nevo,
274,green sweet pepper,19,g,100,,https://lokcal.app/images/274_green_sweet_pepper.jpg,,nevo,
275,gruyere cheese,433,g,28,,https://lokcal.app/images/275_gruyere_cheese.jpg,,nevo,
276,guava (pink fleshed),75,g,100,,https://lokcal.app/images/276_guava_pink_fleshed.jpg,,nevo,
277,half fat custard,85,g,125,,https://lokcal.app/images/277_half_fat_custard.jpg,,nevo,
278,raw hamburger,239,g,100,,https://lokcal.app/images/278_raw_hamburger.jpg,,nevo,
279,hemp seed,592,g,30,,https://lokcal.app/images/279_hemp_seed.jpg,,nevo,
280,honey mustard dressing,299,g,30,,https://lokcal.app/images/280_honey_mustard_dressing.jpg,,nevo,
281,honeydew melon,30,g,134,,https://lokcal.app/images/281_honeydew_melon.jpg,,nevo,
282,hot chocolate,66,g,180,,https://lokcal.app/images/282_hot_chocolate.jpg,,nevo,
283,hummus,320,g,60,,https://lokcal.app/images/283_hummus.jpg,,nevo,
284,ice lolly,75,g,85,,https://lokcal.app/images/284_ice_lolly.jpg,,nevo,
285,iced doughnut,358,g,60,,https://lokcal.app/images/285_iced_doughnut.jpg,,nevo,
286,irish coffee,166,g,150,,https://lokcal.app/images/286_irish_coffee.jpg,,nevo,
287,jackfruit in water,18,g,100,,https://lokcal.app/images/287_jackfruit_in_water.jpg,,nevo,
288,redcurrant juice,42,g,240,,https://lokcal.app/images/288_redcurrant_juice.jpg,,nevo,
289,kaisoi,32,g,100,,https://lokcal.app/images/289_kaisoi.jpg,,nevo,
290,kaki,77,g,168,,https://lokcal.app/images/290_kaki.jpg,,nevo,
291,dried kidney beans,295,g,90,,https://lokcal.app/images/291_dried_kidney_beans.jpg,,nevo,
292,kipkorn,382,g,100,,https://lokcal.app/images/292_kipkorn.jpg,,nevo,
293,kiwi,64,g,69,,https://lokcal.app/images/293_kiwi.jpg,,nevo,
294,dutch kletskop biscuit,490,g,10,,https://lokcal.app/images/294_dutch_kletskop_biscuit.jpg,,nevo,
295,pointed spitskool,42,g,100,,https://lokcal.app/images/295_pointed_spitskool.jpg,,nevo,
296,kruidnoten,442,g,25,,https://lokcal.app/images/296_kruidnoten.jpg,,nevo,
297,chocolate covered kruidnoten,488,g,100,,https://lokcal.app/images/297_chocolate_covered_kruidnoten.jpg,,nevo,
298,kumquat,52,g,91,,https://lokcal.app/images/298_kumquat.jpg,,nevo,
299,dried lentils,306,g,60,,https://lokcal.app/images/299_dried_lentils.jpg,,nevo,
